dtitle,author,publisher,publishDate,imageUrl,idBook,pages,language,isValid,price,rating,description,stock,category,idUser,issold
EYE ON CRIME: HARDY BOYS #153,Franklin W. Dixon,Aladdin,1998,http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg,169,956,Spanish,APPROVED,48.75,4,It church piece suddenly rich peace near. Middle TV example weight know world.,83,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Skin And Bones,Franklin W. Dixon,Aladdin,2000,http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg,170,605,Spanish,APPROVED,23.3,5,Treatment trouble early house lead friend. Material American these college list. Scene approach need.,69,BIOGRAPHY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)",Franklin W. Dixon,Simon Pulse,1995,http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg,171,237,Spanish,APPROVED,30.61,1,"Size view south need what offer wish. Goal serious all speak. Operation star them herself.
Sister present although same event mind great.",92,SELF_HELP,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,Putnam Pub Group,1994,http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg,172,735,English,APPROVED,40.43,4,"Size of them community. Apply appear front arrive group watch. Dog central first blood by account.
Plan wait already Mrs marriage.",18,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
"If Singleness Is a Gift, What's the Return Policy?",Holly Virden,Nelson Books,2003,http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg,173,174,Spanish,APPROVED,41.64,1,Ask case really century heart. Rule year future important special.,56,HISTORICAL_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Always Daddy's Girl: Understanding Your Father's Impact on Who You Are,H. Norman Wright,Regal Books,1989,http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg,174,132,Spanish,APPROVED,37.22,3,Pass age common either. Wrong program me entire yeah.,2,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Night Mare (Xanth Novels (Paperback)),Piers Anthony,Del Rey Books,1990,http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg,175,154,English,APPROVED,9.09,3,Population move ask activity. Detail list huge media like miss ground. Mind much fund society month less. Well member possible officer pick because.,10,THRILLER,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The Martian Chronicles,RAY BRADBURY,Spectra,1984,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg,176,991,English,APPROVED,45.55,4,Agent provide hope sister turn time. Seven both stage offer price. Production rock media.,69,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Kabale Und Liebe,Schiller,"Philipp Reclam, Jun Verlag GmbH",0,http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg,177,107,English,APPROVED,26.65,4,Bill quickly range figure agreement law financial. Down impact his culture test. Method they measure.,99,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Der illustrierte Mann. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes,2002,http://images.amazon.com/images/P/3257203659.01.LZZZZZZZ.jpg,178,266,French,APPROVED,15.93,4,Defense ball lose choose city. Language whether wonder career official pass.,51,SELF_HELP,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Der KÃ?Â¶nig in Gelb.,Raymond Chandler,Diogenes Verlag,1980,http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg,179,901,Spanish,APPROVED,36.48,4,The wear top score hotel note market great. Report claim young pull world also.,74,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Fahrenheit 451,Ray Bradbury,Distribooks Inc,1994,http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg,180,581,French,APPROVED,20.65,5,So decide now think consider. About suddenly citizen seem simply long make. Bank early sign near far increase purpose.,64,YOUNG_ADULT,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,1981,http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg,181,734,French,APPROVED,26.93,1,Indicate else style economy bar. Relationship husband help rock seat affect discussion authority. General prevent must hear.,6,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Das BÃ?Â¶se kommt auf leisen Sohlen.,Ray Bradbury,Diogenes,2003,http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg,182,804,Spanish,APPROVED,15.22,3,"Word fact however indeed time site have. Bar less wrong tax gun strong.
Fish imagine identify. Next middle thus authority. Four can professor.",20,HISTORICAL_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
LÃ?Â¶wenzahnwein. Roman.,Ray Bradbury,Diogenes Verlag,1999,http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg,183,975,Spanish,APPROVED,33.68,3,Service find evidence these. News perform second loss plant radio. Trouble wife see southern certain same record.,85,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Das Kind von morgen. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,2000,http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg,184,596,French,APPROVED,16.47,2,Author only keep now value hand. Fact national what bank. Tend special operation begin help.,81,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Die Mechanismen der Freude. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,2000,http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg,185,951,Spanish,APPROVED,21.05,4,Difference position group save recently protect team. College live growth figure hear forget second. Compare matter sea amount prevent first degree.,26,HISTORICAL_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Familientreffen. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,2000,http://images.amazon.com/images/P/3257214154.01.LZZZZZZZ.jpg,186,266,English,APPROVED,39.45,1,"Computer class enter set believe support. Hard allow and special leader a better.
Describe practice bill people page. For old yeah ten.",15,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,1988,http://images.amazon.com/images/P/3257216416.01.LZZZZZZZ.jpg,187,892,French,APPROVED,24.96,5,However air my party. Magazine town blood exactly.,40,BIOGRAPHY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho,Distribooks,2002,http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg,188,952,Spanish,APPROVED,47.69,2,"Model people animal. Brother conference election must.
Agent behavior chance value gas more. During wide here apply identify.",90,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Die Liebe in Den Zelten,Gabriel Garcia Marquez,Deutscher Taschenbuch Verlag (DTV),0,http://images.amazon.com/images/P/342311360X.01.LZZZZZZZ.jpg,189,723,Spanish,APPROVED,15.37,4,Per strong involve threat movement during realize. Blue rate nearly source according star send mind.,81,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Die Klone der Joanna May. Roman.,Fay Weldon,Dtv,1993,http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg,190,202,English,APPROVED,15.82,1,Worker pull summer space writer threat peace. Southern wonder on plant. Health star well employee bank hospital. Everybody them campaign once he.,74,CHILDRENS_LITERATURE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Arabella Weir,Dtv,1998,http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg,191,660,English,APPROVED,7.62,2,Strong fly draw high force require. Picture growth single subject. Maybe beyond end audience.,98,YOUNG_ADULT,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Haifischfrauen.,Kiana Davenport,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",1996,http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg,192,969,Spanish,APPROVED,39.45,4,No that several less until. Back try level account compare direction fact.,31,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,Heyne,2002,http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg,193,162,English,APPROVED,42.81,4,Wait end doctor accept artist structure fall next. International per four small allow. Another after development because rather none production.,51,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Schwarzer Tee mit drei StÃ¼ck Zucker,Renan Demirkan,Kiepenheuer &amp; Witsch,1991,http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg,194,276,Spanish,APPROVED,7.42,5,Change their against choose gun want camera. Social effect especially knowledge low.,86,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
QuerschÃ?Â¼sse - Downsize This!,Michael Moore,Piper,2003,http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg,195,926,French,APPROVED,31.4,4,"Member turn floor glass professional five discover. Treat usually water participant point.
Senior source manager seven. Without throw knowledge.",98,THRILLER,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Die Korrekturen.,Jonathan Franzen,"Rowohlt, Reinbek",2002,http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg,196,113,French,APPROVED,15.12,2,"Actually enjoy article room thousand two method. Water before technology.
Own baby alone without.",33,YOUNG_ADULT,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Neun ErzÃ?Â¤hlungen.,Jerome D. Salinger,Rowohlt Tb.,1968,http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg,197,877,French,APPROVED,18.58,4,Woman home skill however. Ball impact several. Number listen medical election.,68,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger,Rowohlt Tb.,1998,http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg,198,622,English,APPROVED,28.7,3,Two nature realize fall general next simply. Party use heart hotel result one.,96,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
"Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).",James Joyce,Suhrkamp,1981,http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg,199,841,Spanish,APPROVED,22.94,4,But second community money smile yet apply. Technology page fast. Model around suddenly player money strategy agency.,26,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,Ullstein Tb,2002,http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg,200,762,Spanish,APPROVED,48.26,2,All range produce task method popular attorney. Able meet of treatment sure size. People these total force institution.,39,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend,"Bertelsmann, MÃ?Â¼nchen",2002,http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg,201,826,Spanish,APPROVED,11.97,2,Certain charge off meeting sure prepare. Sister executive these author everybody tax support. Once front better ask then west.,84,BIOGRAPHY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Das Buch der lÃ?Â¤cherlichen Liebe.,Milan Kundera,"Fischer (Tb.), Frankfurt",2000,http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg,202,306,French,APPROVED,40.1,1,Growth why baby role reason focus probably. Lead skin personal force simply.,87,CHILDRENS_LITERATURE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The God of Small Things,Arundhati Roy,Perennial,1998,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,203,646,French,APPROVED,40.26,1,Evening material campaign role. Mention price view open behavior. High suffer pretty certain. Present local form star drop side.,73,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel,Robert S. Levinson,St Martins Pr,2000,http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg,204,865,French,APPROVED,17.15,2,After stay natural foot role. Something move despite word degree experience nature.,41,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The Big Bad Wolf: A Novel,James Patterson,"Little, Brown",2003,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,205,919,English,APPROVED,34.73,3,According quite security wish guy. Kitchen safe push really.,57,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Four Blind Mice,James Patterson,"Little, Brown",2002,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg,206,471,English,APPROVED,42.06,3,Force dinner service somebody drive health. Play hope each themselves role worker it. Free long itself decision medical.,54,SELF_HELP,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Private Screening,Richard North Patterson,Ballantine Books,1994,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg,207,845,English,APPROVED,19.61,4,Deep fine east member sister improve win. Senior form follow money floor character rock.,14,SELF_HELP,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Congo,Michael Crichton,Ballantine Books,1995,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg,208,543,Spanish,APPROVED,47.84,3,Church school behavior method food. Hit again common capital decide oil same. May small bring professional area now.,0,THRILLER,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Protect and Defend,Richard North Patterson,Ballantine Books,2001,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg,209,530,Spanish,APPROVED,5.35,5,"Close never later piece. Option it hard.
Few collection old often road someone suggest. Finish but bed light follow just walk easy.",97,SELF_HELP,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The Tall Pine Polka,Lorna Landvik,Ballantine Books,1999,http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg,210,628,English,APPROVED,37.35,2,Would according black run relate second air environment. Style really successful. Fish election thus draw according himself. Toward difference plant.,67,YOUNG_ADULT,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Memoirs of a Geisha,Arthur Golden,Alfred A. Knopf,1997,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg,211,765,English,APPROVED,16.4,5,"First somebody beat too.
Guess turn low trial floor. Republican education century wall set.
Ball sure tree in remember. Rich choose reveal career.",82,CHILDRENS_LITERATURE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Plainsong (Vintage Contemporaries),KENT HARUF,Vintage,2000,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,212,540,English,APPROVED,41.37,5,Work development could land. One action fall simply seem behavior. Establish anything which available perhaps kind whatever ready.,7,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Avon,1992,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,213,735,English,APPROVED,29.95,1,"Yourself choose deep.
Surface floor sure eye former student deal. Strong quickly dark approach. Skin hit piece keep modern model.",40,YOUNG_ADULT,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Avon,1993,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg,214,497,English,APPROVED,34.98,1,Assume their draw real boy hit. Investment up technology myself camera. Result way kind month thousand.,40,FANTASY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,Avon Books,1988,http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg,215,443,Spanish,APPROVED,30.88,4,Political many bar another pattern hand. Offer rock series once receive on. Community letter beyond away.,14,FANTASY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Petals on the River,Kathleen E. Woodiwiss,Avon Trade,1997,http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg,216,481,French,APPROVED,46.05,4,Test world cell north rule north spring project. Wish another information professional. Tend serious difference born note whose table lay.,46,CHILDRENS_LITERATURE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
The Elusive Flame,Kathleen E. Woodiwiss,Avon,1999,http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg,217,673,Spanish,APPROVED,15.96,3,Education somebody wait. Thus relate wrong let especially form. Everything mouth ground.,61,SELF_HELP,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Legacy of Silence,Belva Plain,Bantam Dell Pub Group,1998,http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg,218,195,English,APPROVED,41.32,3,Visit ago listen budget board. Mind sister opportunity feel. Control local difficult.,36,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
The Brethren,JOHN GRISHAM,Doubleday,2000,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg,219,935,French,APPROVED,36.34,3,House style space network young summer yet. President study simple letter energy company lead. Describe body street dinner protect.,71,CHILDRENS_LITERATURE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
The King of Torts,John Grisham,Doubleday Books,2003,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg,220,450,French,APPROVED,11.18,4,"Experience they media yeah. Always daughter gun feeling.
Usually citizen factor big. Rise father against whether career.",13,BIOGRAPHY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,Doubleday,2003,http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg,221,808,English,APPROVED,26.07,4,Mission plan truth training film money table development. Hand question grow want hit state pull me.,83,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Bleachers,John Grisham,Doubleday,2003,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg,222,956,Spanish,APPROVED,45.27,1,Check government thus particularly grow. Research will require not the. Down question carry though figure.,47,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Sisterhood of the Traveling Pants,ANN BRASHARES,Delacorte Books for Young Readers,2003,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg,223,166,French,APPROVED,36.3,3,Top act since glass step how. Dream national read fear development find.,0,YOUNG_ADULT,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Only Love (Magical Love),Erich Segal,Berkley Publishing Group,1998,http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg,224,889,English,APPROVED,16.08,4,Kitchen employee TV establish six more type. Director mind entire public project. Newspaper professor population.,35,THRILLER,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
All or Nothing (Wheeler Large Print Books),Elizabeth Adler,Island,2000,http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg,225,380,Spanish,APPROVED,9.91,3,City chair war allow. Method administration spend walk second. Check rather us improve perform.,73,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Roses Are Red (Alex Cross Novels),James Patterson,Warner Vision,2001,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg,226,358,Spanish,APPROVED,45.85,4,Oil nearly before explain plant land statement. Perform fund operation so yet whatever statement. Make space television.,35,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
The Rescue,Nicholas Sparks,Warner Books,2001,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg,227,177,Spanish,APPROVED,42.44,5,Fire because marriage easy board enjoy. Improve among trade two. North now paper building. Increase civil character open.,4,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Manhattan Hunt Club,JOHN SAUL,Ballantine Books,2002,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg,228,326,French,APPROVED,15.46,4,Something notice add seek keep. Federal they skill hair serious water. Notice probably crime factor term important.,84,FANTASY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,Ballantine Books,1996,http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg,229,251,English,APPROVED,21.35,5,Act radio card of in always hundred. Since hour me clearly. Investment heavy bar himself.,80,HISTORICAL_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Pet Sematary,Stephen King,Signet Book,1994,http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg,230,414,English,APPROVED,28.69,4,Continue arm treat painting everyone woman cut. Parent us glass two.,75,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Silent Snow,Steve Thayer,Signet Book,2000,http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg,231,108,English,APPROVED,28.38,3,Address simple measure investment about account story. Director young until class perform ability establish what.,23,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Girl with a Pearl Earring,Tracy Chevalier,Plume Books,2001,http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg,232,453,French,APPROVED,27.12,5,Shake consumer blue someone such. Last who who walk. Send per effort vote.,88,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Summer of Storms,Judith Kelman,Jove Books,2002,http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg,233,195,English,APPROVED,5.82,5,Quickly decision structure heart away store art. Hour executive behavior analysis system test language. Young dinner institution.,63,MYSTERY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
The Patient,Michael Palmer,Bantam Books,2001,http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg,234,682,Spanish,APPROVED,47.82,5,Offer ready father call on factor kitchen. Knowledge lose specific represent central century society. People have its crime.,81,BIOGRAPHY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes,Scholastic,1995,http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg,235,469,Spanish,APPROVED,44.7,4,Win time often write. Head surface student argue. Enjoy current others traditional.,35,SELF_HELP,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Clifford's Sports Day,Norman Bridwell,Scholastic,1996,http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg,236,411,French,APPROVED,46.52,2,Large her finish single rather. Specific last which month home reason he. Case finally place operation election. Force subject remain.,11,YOUNG_ADULT,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,Pocket,1998,http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg,237,705,Spanish,APPROVED,31.27,4,"Baby no thank war. Your energy practice production share.
Without wall success begin. It ten firm service difficult your. Bank majority year town.",73,HISTORICAL_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Deception Point,Dan Brown,Pocket,2002,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg,238,878,Spanish,APPROVED,29.07,1,Goal travel short somebody imagine knowledge agency. This be religious late once. Option bag protect goal thing speak scientist condition.,74,SCIENCE_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,False
Tis : A Memoir,Frank McCourt,Scribner,1999,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg,239,678,French,APPROVED,6.98,3,Seven commercial dream mention mouth course religious west. Beat design bed tree. State win prove.,82,BIOGRAPHY,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Angels &amp; Demons,Dan Brown,Atria,2003,http://images.amazon.com/images/P/0743486226.01.LZZZZZZZ.jpg,240,362,Spanish,APPROVED,45.76,4,Rule against several himself air want still. There race reach site of. Stage wish owner guess management.,52,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
A Monk Swimming,Malachy McCourt,Hyperion,1998,http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg,241,720,French,APPROVED,9.86,4,Sure performance offer hit. Range reflect party may. Former stuff painting piece executive analysis.,69,ROMANCE,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
Crazy Horse,Mari Sandoz,University of Nebraska Press,1961,http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg,242,803,French,APPROVED,13.03,1,Scene serve while pick also cell wind. Reality during when class street over main. Parent protect should spring on heavy.,55,NON_FICTION,user_2wPRveAHPeTG0QUCpqrLhvXofVT,True
